,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.86,0.72,0.82,0.63,0.72,0.53,0.47,0.5,0.42,0.68,0.55,0.44,0.59,0.64,0.67
bscwweasel.csv,0.97,0.86,0.91,0.95,0.92,0.89,0.92,0.93,0.8,0.86,0.75,0.0,0.86,0.88,0.89
capcode.csv,0.0,0.88,0.96,0.97,0.0,0.92,0.91,0.94,0.92,0.6,0.0,0.88,0.89,0.93,0.89
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
emite.csv,0.8,0.41,0.47,0.75,0.48,0.8,0.69,0.55,0.92,0.62,0.67,0.53,0.83,0.78,0.94
fluent-nhibernate.csv,0.0,0.88,0.83,0.9,0.74,0.67,0.76,0.84,0.85,0.83,0.88,0.94,0.94,0.76,0.0
lamp.csv,0.5,0.92,0.96,0.92,0.83,0.75,0.91,0.8,0.86,0.73,0.9,0.67,0.95,0.92,0.5
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.8
nodal.csv,0.67,0.79,0.73,0.79,0.69,0.75,0.97,0.97,0.74,0.64,0.88,0.92,0.95,0.94,0.71
pydev.csv,0.45,0.83,0.62,0.62,0.4,0.46,0.88,0.49,0.66,0.6,0.38,0.93,0.97,0.76,0.36
retromenu.csv,0.0,0.8,0.79,0.92,0.55,0.52,0.88,0.89,0.6,0.44,0.73,0.67,0.93,0.67,0.35
smbopensoft.csv,0.44,0.54,0.56,0.73,0.43,0.67,0.46,0.71,0.76,0.64,0.37,0.84,0.76,0.65,0.72
stuproa-cims.csv,0.27,0.49,0.55,0.56,0.33,0.4,0.45,0.82,0.33,0.39,0.33,0.56,0.56,0.45,0.38
thout.csv,0.77,0.54,0.79,0.57,0.42,0.46,0.48,0.39,0.51,0.49,0.39,0.47,0.85,0.69,0.41
uface.csv,0.28,0.4,0.48,0.48,0.34,0.39,0.39,0.37,0.35,0.36,0.34,0.36,0.41,0.38,0.46
