,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.08,0.08,0.26,0.19,0.31,0.14,0.99,0.28,0.4,0.39,0.0,0.56,0.17,0.55,0.0
bscwweasel.csv,0.42,0.0,0.29,1.0,0.36,0.1,0.15,0.17,0.21,0.23,0.0,0.0,0.33,0.14,0.0
capcode.csv,0.02,0.09,0.28,0.08,0.0,1.0,0.15,0.22,0.11,0.35,0.0,0.1,0.0,0.11,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.08,0.16,0.42,0.18,0.37,0.11,0.51,0.28,0.33,0.29,0.1,0.98,0.08,0.31,0.0
fluent-nhibernate.csv,0.0,0.09,0.12,0.33,0.4,0.0,0.52,0.34,0.2,0.19,0.18,0.21,0.97,0.32,0.0
lamp.csv,0.02,0.89,0.17,0.3,0.36,0.14,0.15,0.1,0.43,0.41,0.15,0.06,0.56,0.17,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.08,0.1,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.06,0.19,0.32,0.14,0.53,0.21,0.36,0.11,1.0,0.38,0.18,0.32,0.26,0.13,0.11
pydev.csv,0.62,0.1,0.43,0.24,0.61,0.18,0.25,0.45,0.42,0.99,0.12,0.27,0.15,0.35,0.21
retromenu.csv,0.02,0.21,0.35,0.3,0.98,0.23,0.1,0.22,0.23,0.52,0.29,0.12,0.32,0.05,0.32
smbopensoft.csv,0.96,0.19,0.42,0.26,0.57,0.21,0.58,0.26,0.36,0.32,0.13,0.4,0.23,0.45,0.17
stuproa-cims.csv,0.65,0.17,0.36,0.28,0.52,0.28,0.72,0.94,0.38,0.52,0.12,0.51,0.26,0.77,0.21
thout.csv,0.41,0.15,0.92,0.17,0.34,0.21,0.77,0.41,0.37,0.43,0.07,0.55,0.08,0.42,0.25
uface.csv,0.65,0.19,0.39,0.34,0.51,0.28,0.85,0.39,0.37,0.46,0.11,0.61,0.21,0.99,0.05
