,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.48,0.49,0.56,0.54,0.41,0.6,0.33,0.88,0.43,0.17,0.39,0.77,0.36,0.38,0.67
cornerstone.csv,0.01,0.04,0.29,0.01,0.34,0.32,0.11,0.14,0.13,0.25,0.0,0.12,0.21,0.12,0.01
esmf.csv,0.83,0.23,0.37,0.82,0.78,0.87,0.54,0.16,0.83,0.92,0.61,0.69,0.39,0.94,0.92
frogatto.csv,0.55,0.61,0.54,0.65,0.83,0.62,0.36,0.99,0.47,0.42,0.83,1.0,0.24,0.69,0.64
gretl.csv,0.53,0.55,0.85,0.53,0.53,0.45,0.96,0.61,0.4,0.36,0.39,0.58,0.94,0.12,0.41
kindb.csv,0.41,0.12,0.61,0.47,0.11,0.74,0.37,0.75,0.03,0.0,0.17,0.72,0.15,0.12,0.21
libtorrent.csv,0.91,0.53,0.44,0.55,0.81,0.83,0.96,0.65,0.5,0.36,0.33,0.39,0.48,0.56,0.85
mia.csv,0.25,0.09,0.05,0.3,0.23,0.38,0.02,0.21,0.27,0.06,0.56,0.3,0.0,0.56,0.18
open-beos.csv,0.72,0.2,0.41,0.27,0.3,0.34,0.35,0.23,0.63,0.31,0.06,0.26,0.15,0.69,0.59
pidgin.csv,0.65,0.23,0.83,0.4,0.31,0.74,0.36,0.51,0.33,0.14,0.28,0.48,0.27,0.0,0.55
quantlib.csv,0.43,1.0,1.0,1.0,1.0,0.34,0.0,0.0,1.0,0.0,0.72,0.31,0.0,1.0,0.31
riff-evolve.csv,0.21,0.24,0.34,0.19,0.17,0.53,0.23,0.41,0.07,0.03,0.11,0.24,0.15,0.06,0.15
tokratan.csv,0.2,0.54,0.12,0.51,0.92,0.34,0.23,0.99,0.43,0.28,0.5,0.69,0.03,0.44,0.14
upp-mirror.csv,0.12,0.41,0.34,0.32,0.31,0.21,0.23,0.41,0.17,0.03,0.33,0.37,0.27,0.06,0.2
wxcrp.csv,0.25,0.88,0.66,0.93,0.92,0.79,0.86,0.99,0.37,0.97,0.44,0.99,0.42,1.0,0.47
