,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.0,0.0,0.0,0.0,0.06,0.95,0.18
clamav.csv,0.48,0.53,0.38,0.65,0.92,0.79,0.65
k3b.csv,0.44,0.36,0.21,1.0,0.77,0.69,0.6
kindb.csv,0.39,0.54,0.45,0.58,0.34,0.79,1.0
pclasses.csv,0.77,0.0,0.0,0.0,0.0,0.06,0.0
re2c.csv,0.3,1.0,0.28,0.56,0.67,0.52,0.21
thrust.csv,0.0,0.0,0.8,0.26,0.43,0.68,0.37
