,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.0,0.0,0.0,0.0,1.0,0.99,0.62
clamav.csv,0.23,0.17,0.24,0.81,1.0,0.44,0.88
k3b.csv,0.13,0.07,0.3,1.0,0.57,0.36,0.72
kindb.csv,0.15,0.19,0.35,0.79,0.46,0.44,1.0
pclasses.csv,1.0,0.0,0.0,0.0,0.0,0.19,0.0
re2c.csv,0.12,1.0,0.4,0.71,0.44,0.31,0.75
thrust.csv,0.0,0.0,1.0,0.76,0.38,0.39,1.0
