,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.04,0.1,0.0,0.0,0.0,0.0,0.19
clamav.csv,0.3,0.29,0.4,0.38,0.0,0.45,0.19
k3b.csv,0.59,0.49,0.15,0.0,0.33,0.65,0.75
kindb.csv,0.41,0.25,0.28,0.38,0.19,0.46,0.0
pclasses.csv,0.0,0.0,0.0,0.0,0.0,0.08,0.0
re2c.csv,0.39,0.0,0.13,0.71,0.53,0.81,0.12
thrust.csv,0.2,0.2,0.0,0.17,0.36,0.47,0.0
