,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.0,0.0,0.0,0.0,0.05,0.94,0.15
clamav.csv,0.45,0.5,0.35,0.66,0.9,0.89,0.62
k3b.csv,0.45,0.33,0.18,1.0,0.8,0.91,0.91
kindb.csv,0.36,0.5,0.41,0.57,0.3,0.9,1.0
pclasses.csv,0.73,0.0,0.0,0.0,0.0,0.05,0.0
re2c.csv,0.27,1.0,0.24,0.72,0.75,0.91,0.18
thrust.csv,0.0,0.0,0.76,0.22,0.4,0.73,0.32
