,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.35,0.09,0.11,0.55,0.03,0.25,0.15,0.04,0.5,0.54,0.0,0.0,0.63
empserver.csv,0.51,0.14,0.19,0.3,0.0,0.31,0.06,0.06,0.4,0.66,0.07,0.46,0.59
emulemorph.csv,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.09,0.0,0.29,0.0,0.0,0.63
google-web-toolkit.csv,0.51,0.08,0.26,0.28,0.0,0.41,0.04,0.07,0.35,0.58,0.08,0.58,0.73
htmlunit.csv,0.42,0.13,0.32,0.36,0.01,0.55,0.18,0.08,0.38,0.5,0.13,0.41,0.58
jaxen.csv,0.49,0.1,0.2,0.22,0.01,0.35,0.38,0.04,0.35,0.48,0.09,0.4,0.6
jguard.csv,0.5,0.09,0.17,0.28,0.0,0.32,0.06,0.03,0.57,0.52,0.1,0.6,0.61
kowari.csv,0.6,0.0,0.25,0.32,0.0,0.36,0.05,0.06,0.35,0.42,0.25,0.6,0.5
maidsafe-dht.csv,0.5,0.2,0.42,0.27,0.0,0.43,0.06,0.05,0.33,0.58,0.09,0.46,0.56
mimosa.csv,0.55,0.09,0.2,0.32,0.0,0.34,0.06,0.05,0.48,0.53,0.11,0.71,0.56
vdsf.csv,0.57,0.21,0.17,0.27,0.0,0.27,0.01,0.04,0.34,0.51,0.04,0.41,0.56
xbrlapi.csv,0.65,0.0,0.08,0.5,0.0,0.24,0.06,0.1,0.34,0.0,0.0,0.57,0.61
