,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.26,0.16,0.12,0.61,0.06,0.27,0.22,0.07,0.12,0.43,0.0,0.0,0.27
empserver.csv,0.66,0.24,0.32,0.41,0.0,0.46,0.11,0.12,0.49,0.58,0.13,0.6,0.72
emulemorph.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.14,0.15,0.0,0.09,0.0,0.0,0.4
google-web-toolkit.csv,0.66,0.13,0.36,0.32,0.0,0.46,0.08,0.14,0.44,0.4,0.14,0.71,0.72
htmlunit.csv,0.41,0.22,0.44,0.43,0.02,0.6,0.3,0.14,0.48,0.49,0.22,0.45,0.57
jaxen.csv,0.56,0.14,0.32,0.3,0.01,0.41,0.56,0.08,0.5,0.6,0.17,0.5,0.65
jguard.csv,0.62,0.16,0.28,0.43,0.0,0.48,0.11,0.05,0.62,0.69,0.18,0.69,0.63
kowari.csv,0.39,0.0,0.33,0.2,0.0,0.45,0.08,0.11,0.48,0.29,0.39,0.14,0.41
maidsafe-dht.csv,0.32,0.29,0.55,0.25,0.0,0.49,0.11,0.1,0.42,0.7,0.15,0.55,0.43
mimosa.csv,0.64,0.16,0.33,0.48,0.0,0.5,0.12,0.1,0.57,0.69,0.2,0.75,0.64
vdsf.csv,0.69,0.26,0.29,0.39,0.0,0.41,0.03,0.07,0.5,0.66,0.07,0.53,0.61
xbrlapi.csv,0.68,0.0,0.08,0.34,0.0,0.27,0.11,0.18,0.43,0.0,0.0,0.5,0.46
