,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.0,0.0,13.0,5.0,11.0,0.0,1.0,19.0,0.0,2.0,1.0
badtrinitycore.csv,49.0,1.0,6.0,0.0,28.0,72.0,2.0,14.0,4.0,0.0,0.0
boost.csv,8.0,0.0,1.0,12.0,1.0,72.0,5.0,54.0,4.0,3.0,7.0
electric-core.csv,3.0,3.0,18.0,17.0,0.0,0.0,4.0,11.0,1.0,1.0,4.0
java-gnome.csv,2.0,0.0,19.0,2.0,2.0,0.0,4.0,14.0,1.0,1.0,0.0
miranda-icq.csv,2.0,0.0,10.0,54.0,10.0,0.0,7.0,15.0,0.0,1.0,0.0
ofbiz.csv,5.0,0.0,0.0,37.0,21.0,0.0,4.0,17.0,1.0,7.0,3.0
olsrd.csv,6.0,0.0,6.0,2.0,6.0,0.0,4.0,19.0,3.0,3.0,3.0
opensim4opencog.csv,4.0,1.0,9.0,0.0,8.0,0.0,0.0,100.0,3.0,1.0,0.0
t-2.csv,3.0,4.0,1.0,2.0,13.0,0.0,4.0,4.0,1.0,1.0,2.0
xcf.csv,8.0,1.0,9.0,5.0,35.0,1.0,4.0,78.0,1.0,3.0,3.0
