,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.64,0.7,0.67,0.63
ngl.csv,0.63,0.52,0.65,0.51
qmmp.csv,0.55,0.59,0.61,0.69
quarkplusplus.csv,0.6,0.57,0.58,0.45
