,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.5,0.97,0.05,0.95,0.89,1.0,0.57,0.98,0.83,0.96,0.58,0.73,0.91,0.77,0.68,0.49
biodwh.csv,0.87,0.9,0.85,0.74,0.78,0.93,0.85,0.88,0.91,0.89,0.71,0.91,0.77,0.91,0.17,0.68
blue-c.csv,0.65,0.6,0.71,0.36,0.48,0.04,0.43,0.57,0.66,1.0,0.79,0.5,0.55,0.58,0.64,0.54
cities3d.csv,0.96,0.7,0.8,0.82,0.05,0.83,0.58,0.91,0.93,1.16,0.81,0.94,0.61,0.78,0.93,1.07
firebird.csv,0.67,0.06,0.59,0.61,0.46,0.61,0.55,0.63,0.69,0.75,0.58,0.53,0.63,0.68,0.62,0.64
jcache.csv,0.58,0.63,0.61,0.52,0.71,0.74,0.8,0.59,0.51,0.97,0.76,0.35,0.62,0.56,0.46,0.0
jparsec.csv,0.94,0.83,0.66,0.69,0.91,0.85,0.57,0.91,0.61,0.6,0.09,0.73,0.93,0.9,0.67,0.34
mscore.csv,0.43,0.59,0.6,0.56,0.4,0.57,0.57,0.01,0.71,1.02,0.55,0.49,0.52,0.6,0.75,0.66
nabu-library.csv,0.61,0.66,0.76,0.48,0.78,0.57,0.86,0.55,0.71,0.02,0.69,0.82,0.54,0.68,0.92,0.37
ns-3-dev-def-routing.csv,0.61,0.61,0.72,0.64,0.54,0.78,0.7,0.67,0.63,0.91,0.6,0.45,0.1,0.73,0.64,0.68
open-ms.csv,0.97,0.62,0.79,0.86,0.69,0.85,0.83,0.88,0.87,0.9,0.92,0.87,0.85,0.07,0.78,0.91
popeye-chess.csv,0.5,0.52,0.54,0.09,0.58,0.5,0.5,0.62,0.64,0.67,0.66,0.46,0.57,0.61,0.77,0.65
qgo.csv,0.0,0.57,0.56,0.48,0.55,0.72,0.61,0.56,0.53,0.82,0.61,0.6,0.61,0.56,0.61,0.45
webdriver.csv,0.66,0.58,0.62,0.74,0.52,0.37,0.04,0.63,0.6,1.04,0.71,0.61,0.54,0.59,0.64,0.9
xined.csv,0.99,0.73,0.87,0.77,0.65,0.91,0.77,0.85,0.77,0.99,0.96,0.1,0.74,0.85,0.84,1.11
yafdotnet.csv,0.72,0.75,0.6,0.94,0.63,0.82,0.5,0.51,0.02,1.03,0.74,0.63,0.67,0.6,0.67,0.37
