,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.69,0.61,0.96,0.55,0.14,0.67,0.55,0.69,0.53,0.61,0.53,0.36,0.49,0.33,0.3,0.62
biodwh.csv,0.23,0.18,0.24,0.4,0.27,0.12,0.25,0.21,0.16,0.19,0.41,0.12,0.33,0.14,0.91,0.47
blue-c.csv,0.47,0.56,0.47,0.77,0.25,0.98,0.68,0.58,0.46,0.33,0.34,0.45,0.57,0.37,0.26,0.58
cities3d.csv,0.57,0.48,0.38,0.37,0.97,0.28,0.56,0.16,0.14,0.09,0.29,0.09,0.49,0.24,0.09,0.07
firebird.csv,0.48,0.96,0.49,0.57,0.3,0.53,0.59,0.53,0.45,0.41,0.54,0.39,0.47,0.31,0.3,0.48
jcache.csv,0.55,0.53,0.47,0.61,0.16,0.4,0.31,0.56,0.58,0.06,0.39,0.56,0.52,0.39,0.44,1.0
jparsec.csv,0.32,0.67,0.46,0.66,0.16,0.68,0.61,0.7,0.58,0.53,0.95,0.36,0.56,0.35,0.29,0.74
mscore.csv,0.69,0.6,0.51,0.56,0.3,0.58,0.6,1.0,0.39,0.35,0.54,0.43,0.6,0.36,0.21,0.47
nabu-library.csv,0.65,0.49,0.5,0.64,0.13,0.59,0.49,0.7,0.48,0.99,0.5,0.23,0.58,0.34,0.18,0.79
ns-3-dev-def-routing.csv,0.55,0.54,0.37,0.47,0.29,0.35,0.42,0.48,0.48,0.29,0.52,0.47,0.95,0.3,0.28,0.48
open-ms.csv,0.61,0.63,0.48,0.51,0.16,0.3,0.56,0.5,0.54,0.6,0.56,0.15,0.23,0.97,0.28,0.5
popeye-chess.csv,0.63,0.63,0.53,0.94,0.2,0.64,0.61,0.54,0.47,0.46,0.44,0.44,0.55,0.36,0.18,0.51
qgo.csv,1.0,0.59,0.52,0.62,0.23,0.42,0.52,0.66,0.6,0.29,0.49,0.34,0.51,0.38,0.28,0.67
webdriver.csv,0.6,0.59,0.47,0.52,0.23,0.76,0.98,0.62,0.5,0.27,0.39,0.33,0.56,0.39,0.29,0.4
xined.csv,0.56,0.4,0.46,0.37,0.39,0.17,0.49,0.29,0.34,0.66,0.45,0.95,0.37,0.22,0.23,0.21
yafdotnet.csv,0.51,0.61,0.51,0.59,0.18,0.65,0.65,0.65,0.98,0.39,0.36,0.34,0.49,0.38,0.26,0.72
