,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.53,0.43,0.62,0.57,0.38,0.43,0.51,0.42,0.41,0.58,0.55,0.45,0.42,0.47,0.8,0.46
biodwh.csv,0.8,0.95,0.99,0.7,0.96,0.5,0.9,0.94,0.94,0.94,0.55,0.86,0.8,0.96,0.9,0.69
blue-c.csv,0.71,0.54,0.53,0.57,0.5,0.48,0.47,0.61,0.64,0.77,0.69,0.43,0.56,0.66,0.5,0.69
cities3d.csv,0.41,0.76,0.61,0.94,0.97,0.83,0.69,0.96,0.97,0.97,0.94,0.92,0.66,0.95,0.91,0.96
firebird.csv,0.5,0.49,0.52,0.64,0.7,0.67,0.51,0.62,0.58,0.54,0.5,0.54,0.63,0.6,0.41,0.55
jcache.csv,0.44,0.41,0.55,0.52,0.41,0.6,0.79,0.46,0.55,0.75,0.55,0.67,0.52,0.53,0.7,0.44
jparsec.csv,0.73,0.43,0.55,0.56,0.36,0.49,0.42,0.42,0.39,0.45,0.59,0.4,0.41,0.41,0.34,0.42
mscore.csv,0.38,0.38,0.49,0.64,0.53,0.41,0.44,0.47,0.71,0.66,0.62,0.44,0.42,0.52,0.35,0.59
nabu-library.csv,0.36,0.56,0.43,0.45,0.43,0.42,0.39,0.48,0.5,0.6,0.47,0.45,0.46,0.45,0.4,0.43
ns-3-dev-def-routing.csv,0.59,0.57,0.78,0.71,0.82,0.8,0.86,0.68,0.63,0.88,0.65,0.5,0.66,0.88,0.75,0.83
open-ms.csv,0.39,0.56,0.52,0.69,0.78,0.94,0.48,0.67,0.41,0.65,0.43,0.71,0.97,0.89,0.41,0.66
popeye-chess.csv,0.45,0.44,0.55,0.52,0.41,0.43,0.53,0.51,0.59,0.48,0.63,0.42,0.51,0.62,0.44,0.62
qgo.csv,0.43,0.41,0.5,0.46,0.38,0.54,0.44,0.43,0.39,0.54,0.49,0.48,0.39,0.49,0.52,0.43
webdriver.csv,0.49,0.56,0.62,0.7,0.61,0.5,0.53,0.59,0.71,0.78,0.69,0.46,0.49,0.72,0.61,0.76
xined.csv,0.39,0.88,0.51,0.8,0.97,0.83,0.52,0.98,0.97,0.56,0.47,0.89,0.81,0.97,0.42,0.88
yafdotnet.csv,0.51,0.44,0.52,0.59,0.4,0.5,0.5,0.44,0.52,0.65,0.59,0.39,0.48,0.47,0.41,0.39
