,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.46,0.96,0.02,0.93,0.87,1.0,0.3,0.98,0.79,0.95,0.42,0.72,0.87,0.73,0.15,0.15
biodwh.csv,0.03,0.03,0.06,0.02,0.04,0.0,0.06,0.04,0.06,0.06,0.41,0.14,0.18,0.05,0.0,0.05
blue-c.csv,0.26,0.37,0.61,0.34,0.44,0.04,0.31,0.15,0.36,0.75,0.46,0.49,0.43,0.4,0.39,0.32
cities3d.csv,0.94,0.42,0.63,0.52,0.0,0.04,0.37,0.14,0.2,0.71,0.29,0.26,0.35,0.23,0.14,0.51
firebird.csv,0.4,0.04,0.37,0.5,0.22,0.12,0.37,0.25,0.45,0.39,0.43,0.44,0.35,0.49,0.56,0.17
jcache.csv,0.29,0.37,0.27,0.09,0.62,0.08,0.17,0.18,0.26,0.01,0.49,0.19,0.48,0.44,0.18,0.0
jparsec.csv,0.66,0.82,0.5,0.68,0.91,0.84,0.48,0.91,0.54,0.24,0.0,0.72,0.93,0.9,0.65,0.17
mscore.csv,0.34,0.42,0.48,0.36,0.29,0.28,0.46,0.0,0.23,0.81,0.32,0.44,0.45,0.42,0.56,0.12
nabu-library.csv,0.57,0.34,0.72,0.36,0.6,0.32,0.78,0.46,0.56,0.0,0.59,0.65,0.44,0.59,0.82,0.37
ns-3-dev-def-routing.csv,0.43,0.32,0.27,0.23,0.18,0.12,0.15,0.15,0.32,0.52,0.42,0.44,0.0,0.16,0.27,0.02
open-ms.csv,0.97,0.54,0.74,0.8,0.36,0.36,0.8,0.72,0.85,0.87,0.91,0.35,0.13,0.0,0.77,0.85
popeye-chess.csv,0.37,0.32,0.34,0.02,0.51,0.24,0.19,0.2,0.33,0.18,0.16,0.42,0.44,0.28,0.39,0.02
qgo.csv,0.0,0.37,0.24,0.16,0.54,0.16,0.37,0.42,0.42,0.2,0.25,0.44,0.43,0.35,0.35,0.1
webdriver.csv,0.6,0.39,0.42,0.64,0.42,0.04,0.0,0.48,0.26,0.73,0.17,0.47,0.35,0.24,0.25,0.73
xined.csv,0.97,0.21,0.83,0.41,0.04,0.12,0.65,0.31,0.08,0.99,0.91,0.0,0.12,0.06,0.8,0.8
yafdotnet.csv,0.57,0.7,0.46,0.93,0.55,0.8,0.41,0.28,0.02,0.86,0.26,0.56,0.53,0.53,0.58,0.22
