,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,10.0,0.0,1.0,13.0,44.0,2.0,0.0,1.0,11.0,1.0,2.0,0.0,2.0,16.0,0.0,0.0
biodwh.csv,0.0,0.0,6.0,0.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
blue-c.csv,3.0,0.0,8.0,4.0,27.0,1.0,0.0,0.0,5.0,32.0,1.0,0.0,0.0,11.0,6.0,12.0
cities3d.csv,17.0,0.0,8.0,7.0,0.0,1.0,0.0,2.0,8.0,33.0,3.0,9.0,1.0,9.0,3.0,3.0
firebird.csv,6.0,0.0,1.0,5.0,17.0,1.0,5.0,1.0,1.0,14.0,1.0,0.0,3.0,12.0,8.0,2.0
jcache.csv,1.0,5.0,1.0,1.0,58.0,0.0,4.0,1.0,1.0,0.0,3.0,5.0,3.0,13.0,0.0,0.0
jparsec.csv,11.0,0.0,3.0,6.0,66.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,21.0,6.0,0.0
mscore.csv,2.0,0.0,2.0,2.0,16.0,2.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,9.0,21.0,0.0
nabu-library.csv,3.0,1.0,1.0,3.0,28.0,1.0,5.0,0.0,2.0,0.0,0.0,11.0,0.0,9.0,23.0,0.0
ns-3-dev-def-routing.csv,6.0,0.0,3.0,4.0,2.0,1.0,0.0,4.0,0.0,31.0,1.0,0.0,0.0,10.0,6.0,0.0
open-ms.csv,11.0,0.0,8.0,10.0,54.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,16.0,3.0
popeye-chess.csv,7.0,0.0,4.0,0.0,31.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,9.0,12.0,0.0
qgo.csv,0.0,0.0,1.0,0.0,16.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,3.0,4.0,0.0
webdriver.csv,9.0,0.0,4.0,10.0,51.0,0.0,0.0,1.0,2.0,31.0,3.0,0.0,0.0,12.0,4.0,3.0
xined.csv,17.0,0.0,8.0,11.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,10.0,17.0,3.0
yafdotnet.csv,7.0,0.0,6.0,12.0,94.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,4.0,14.0,7.0,2.0
