,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.6,0.48,0.96,0.41,0.08,0.53,0.59,0.57,0.41,0.49,0.48,0.22,0.36,0.21,0.27,0.75
biodwh.csv,0.8,0.81,0.6,0.9,0.35,1.0,0.7,0.83,0.53,0.65,0.4,0.14,0.48,0.32,1.0,0.85
blue-c.csv,0.57,0.61,0.37,0.67,0.15,0.97,0.65,0.81,0.47,0.33,0.33,0.3,0.5,0.27,0.18,0.59
cities3d.csv,0.43,0.53,0.31,0.36,1.0,0.83,0.56,0.5,0.26,0.11,0.35,0.08,0.48,0.22,0.09,0.09
firebird.csv,0.5,0.96,0.45,0.51,0.2,0.8,0.57,0.71,0.43,0.49,0.48,0.27,0.47,0.22,0.18,0.65
jcache.csv,0.6,0.59,0.48,0.81,0.09,0.8,0.53,0.79,0.6,0.75,0.36,0.47,0.45,0.27,0.35,1.0
jparsec.csv,0.3,0.54,0.39,0.52,0.09,0.55,0.54,0.59,0.49,0.67,1.0,0.22,0.39,0.21,0.18,0.77
mscore.csv,0.65,0.6,0.43,0.56,0.19,0.68,0.55,1.0,0.5,0.33,0.53,0.3,0.51,0.26,0.13,0.71
nabu-library.csv,0.55,0.58,0.37,0.6,0.07,0.67,0.4,0.69,0.42,1.0,0.41,0.15,0.5,0.22,0.11,0.68
ns-3-dev-def-routing.csv,0.53,0.62,0.41,0.58,0.2,0.7,0.64,0.77,0.51,0.34,0.47,0.32,1.0,0.31,0.21,0.92
open-ms.csv,0.45,0.58,0.35,0.41,0.1,0.44,0.44,0.5,0.4,0.49,0.4,0.12,0.45,1.0,0.17,0.4
popeye-chess.csv,0.61,0.67,0.49,0.97,0.12,0.74,0.71,0.75,0.49,0.67,0.59,0.31,0.49,0.29,0.12,0.92
qgo.csv,1.0,0.63,0.54,0.73,0.13,0.69,0.53,0.69,0.54,0.51,0.54,0.24,0.46,0.29,0.19,0.83
webdriver.csv,0.51,0.61,0.42,0.44,0.13,0.95,1.0,0.65,0.56,0.28,0.54,0.23,0.52,0.33,0.22,0.35
xined.csv,0.42,0.61,0.33,0.4,0.45,0.5,0.43,0.5,0.67,0.51,0.33,1.0,0.59,0.39,0.14,0.2
yafdotnet.csv,0.46,0.53,0.43,0.44,0.11,0.55,0.59,0.75,0.97,0.35,0.44,0.23,0.42,0.26,0.16,0.73
