,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.37,0.42,0.09,0.31,0.72,0.77
minig.csv,0.68,0.67,0.65,0.97,0.91,0.18
ossbuild.csv,0.26,0.69,0.37,0.69,0.53,0.82
rezilla.csv,0.68,0.16,0.26,0.28,0.72,0.82
rocrail.csv,0.16,0.73,0.67,0.19,0.33,0.82
webdriver.csv,0.16,0.73,0.63,0.0,0.58,0.77
