,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.41,0.09,0.08,0.29,0.0,0.0,0.1,0.75,0.44,0.32,0.02,0.16,0.33,0.25,0.53,0.07,0.0
dvd-create.csv,0.81,0.83,0.43,0.0,0.85,0.58,0.92,0.5,1.0,0.83,0.72,0.68,0.84,0.63,0.5,0.92,0.47,0.68
echongl.csv,0.11,0.58,0.43,1.0,0.65,0.36,0.03,0.2,0.1,0.86,0.45,0.37,0.31,0.65,0.39,0.55,0.46,0.21
empserver.csv,0.38,0.8,0.83,0.92,0.65,0.61,0.22,0.4,0.8,0.97,0.64,0.49,0.97,0.79,0.28,0.91,0.58,0.32
gdis.csv,0.68,0.9,0.39,0.92,0.75,0.47,0.5,0.4,0.85,0.84,0.4,0.86,0.59,0.65,0.22,0.79,0.67,0.87
gmerlin.csv,0.8,0.0,0.0,0.0,0.67,0.33,0.54,1.0,1.0,0.01,0.74,0.47,0.53,0.18,0.69,0.96,0.01,1.0
growl-for-windows.csv,0.07,0.0,0.0,0.0,0.02,0.03,0.0,0.8,0.15,0.0,0.34,0.02,0.0,0.02,0.69,0.68,0.0,0.42
mpgravity.csv,0.82,0.81,0.57,0.75,1.0,0.92,0.86,0.8,0.9,0.89,0.98,0.7,0.66,0.86,0.92,0.92,0.71,0.84
myfaces.csv,0.47,0.55,0.65,0.92,0.6,0.97,0.52,0.2,0.15,0.76,0.26,0.82,0.34,0.53,0.17,0.47,0.33,0.47
nativeclient.csv,0.39,0.74,0.87,0.83,0.71,0.78,0.5,0.1,0.55,0.66,0.57,0.7,0.38,0.74,0.28,0.58,0.66,0.47
passwordsafe.csv,0.31,0.9,0.43,0.5,0.79,0.5,0.51,0.2,0.8,0.91,0.45,0.56,0.47,0.67,0.44,0.94,0.39,0.37
phonon-vlc-mplayer.csv,0.49,0.77,1.0,0.25,0.88,0.56,0.59,0.1,0.75,0.72,0.6,0.54,0.31,0.61,0.58,0.68,0.5,0.55
ppcboot.csv,0.99,1.0,0.91,1.0,1.0,1.0,0.58,1.0,1.0,0.99,0.96,0.95,0.97,1.0,0.33,0.98,0.97,1.0
rtrt-on-gpu.csv,0.43,0.2,0.78,0.42,0.52,0.92,0.7,0.8,0.1,0.57,0.62,0.82,0.38,0.61,0.44,0.3,0.82,0.63
sandiaportals.csv,0.45,0.78,0.43,0.25,0.94,0.53,0.5,0.2,0.8,0.7,0.66,0.46,0.41,0.65,0.58,0.74,0.46,0.68
tktoolkit.csv,0.31,0.75,0.48,0.67,0.83,0.61,0.44,0.7,0.95,0.78,0.51,0.51,0.88,0.84,0.31,0.94,0.64,0.42
ultimairis.csv,0.91,0.8,1.0,0.33,1.0,1.0,0.94,0.2,0.45,0.76,0.7,0.95,0.38,0.65,0.56,0.6,0.68,1.0
wikipediardware.csv,0.74,0.68,0.87,1.0,0.94,0.89,0.57,0.6,0.65,0.9,0.77,0.89,0.94,0.79,0.42,0.7,0.9,0.82
