,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.97,0.92,0.0,0.77,0.0,0.0,0.83,0.44,0.55,0.96,0.0,0.92,0.89,0.89,0.52,0.93,0.0
dvd-create.csv,0.41,0.48,0.58,0.0,0.44,0.42,0.6,0.48,0.39,0.33,0.4,0.36,0.38,0.52,0.38,0.39,0.52,0.4
echongl.csv,0.89,0.53,0.65,0.41,0.55,0.56,0.86,0.83,0.89,0.37,0.48,0.48,0.61,0.42,0.94,0.43,0.67,0.78
empserver.csv,0.55,0.48,0.4,0.38,0.51,0.55,0.72,0.47,0.44,0.29,0.4,0.41,0.35,0.42,0.64,0.38,0.58,0.67
gdis.csv,0.47,0.56,0.74,0.38,0.59,0.62,0.84,0.65,0.41,0.35,0.8,0.36,0.5,0.57,0.75,0.41,0.65,0.5
gmerlin.csv,0.37,0.0,0.0,0.0,0.49,0.48,0.57,0.41,0.36,0.5,0.4,0.43,0.47,0.93,0.32,0.37,0.5,0.41
growl-for-windows.csv,0.8,0.0,0.0,0.0,0.83,0.5,0.0,0.4,0.88,0.0,0.71,0.0,0.0,0.0,0.67,0.36,0.0,0.52
mpgravity.csv,0.4,0.52,0.57,0.58,0.42,0.39,0.59,0.4,0.43,0.31,0.42,0.36,0.41,0.44,0.47,0.37,0.52,0.4
myfaces.csv,0.43,0.55,0.38,0.33,0.64,0.41,0.4,0.75,0.83,0.34,0.87,0.29,0.55,0.46,0.64,0.47,0.62,0.53
nativeclient.csv,0.5,0.52,0.37,0.38,0.58,0.47,0.57,0.88,0.54,0.39,0.46,0.32,0.58,0.44,0.53,0.43,0.56,0.55
passwordsafe.csv,0.77,0.75,0.73,0.83,0.47,0.66,0.86,0.92,0.47,0.31,0.69,0.49,0.53,0.6,0.82,0.4,0.75,0.65
phonon-vlc-mplayer.csv,0.52,0.87,0.4,0.75,0.45,0.67,0.74,0.67,0.47,0.35,0.63,0.47,0.62,0.66,0.74,0.47,0.69,0.5
ppcboot.csv,0.39,0.49,0.45,0.38,0.42,0.43,0.86,0.41,0.39,0.29,0.45,0.38,0.38,0.43,0.47,0.41,0.51,0.43
rtrt-on-gpu.csv,0.61,0.57,0.42,0.59,0.59,0.4,0.53,0.78,0.89,0.47,0.52,0.39,0.53,0.49,0.41,0.67,0.53,0.5
sandiaportals.csv,0.55,0.85,0.81,0.67,0.44,0.66,0.93,0.67,0.49,0.38,0.59,0.55,0.64,0.63,0.75,0.48,0.74,0.48
tktoolkit.csv,0.84,0.52,0.93,0.45,0.44,0.52,0.79,0.56,0.41,0.35,0.62,0.44,0.46,0.51,0.5,0.42,0.57,0.8
ultimairis.csv,0.39,0.79,0.4,0.86,0.42,0.41,0.57,0.8,0.61,0.36,0.66,0.35,0.57,0.55,0.72,0.47,0.55,0.41
wikipediardware.csv,0.38,0.49,0.37,0.43,0.44,0.41,0.44,0.58,0.47,0.3,0.39,0.34,0.36,0.46,0.46,0.37,0.5,0.49
