,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.41,0.36,0.6,0.5,0.58
kmess.csv,0.88,0.76,0.75,0.0,0.45
minig.csv,0.36,0.42,0.44,0.83,0.53
rezilla.csv,0.52,0.95,0.94,0.67,0.4
webdriver.csv,0.9,0.46,0.46,0.47,0.4
