,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.44,0.54,0.45,0.67,0.62
kmess.csv,0.3,0.57,0.12,0.0,0.72
minig.csv,0.49,0.47,0.61,0.16,0.62
rezilla.csv,0.59,0.25,0.38,0.08,0.71
webdriver.csv,0.28,0.68,0.5,0.5,0.64
