,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.31,0.47,0.47,0.64,0.59
kmess.csv,0.5,0.72,0.75,0.0,0.75
minig.csv,0.33,0.42,0.58,0.67,0.56
rezilla.csv,0.52,0.42,0.71,0.67,0.65
webdriver.csv,0.4,0.67,0.39,0.45,0.72
