,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,1.0,1.0,0.82,0.12,0.82,0.99,0.77
fluent-nhibernate.csv,0.95,0.81,0.47,0.78,0.7,0.5,0.19
geogebra.csv,0.61,0.79,0.39,0.85,0.61,0.42,0.24
hibernate.csv,0.76,0.85,0.98,0.3,0.52,0.51,0.93
jasperreports.csv,0.8,0.73,0.13,0.77,0.63,0.87,0.69
kvs.csv,0.34,0.74,0.49,0.8,0.68,0.56,0.89
phet.csv,0.93,0.45,0.99,0.8,0.88,0.94,1.02
