,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,873.0,221.5,53.0,191.0,11.5,59.5
fluent-nhibernate.csv,192.0,373.0,382.0,96.5,92.5,98.5
h2database.csv,291.0,486.5,134.0,97.5,97.5,98.5
jaql.csv,1648.5,683.0,185.0,295.0,98.5,274.0
raven-monitoring.csv,1644.5,1321.5,190.0,195.0,98.5,197.5
v8.csv,3191.5,290.5,576.0,196.5,99.0,1179.5
