,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,2.0,0.0,3.0,132.0,15.0,0.0,1.0,1.0,95.0,0.0,2.0,16.0,1.0
bibletime.csv,14.0,2.0,1.0,7.0,13.0,19.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0
boost.csv,3.0,0.0,0.0,0.0,10.0,4.0,3.0,2.0,2.0,0.0,2.0,19.0,0.0
codepurge.csv,1.0,0.0,0.0,3.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
etics.csv,1.0,0.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,8.0,16.0,0.0
gusanos.csv,4.0,0.0,2.0,8.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,41.0,0.0
kvs.csv,4.0,2.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,168.0,0.0
mcore3d.csv,1.0,1.0,0.0,5.0,15.0,0.0,2.0,0.0,1.0,3.0,2.0,9.0,0.0
modellus.csv,0.0,1.0,1.0,13.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,37.0,0.0
monetdb.csv,1.0,2.0,1.0,3.0,95.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0
projecteqemu.csv,10.0,1.0,2.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,2.0,12.0,1.0
pydev.csv,2.0,1.0,0.0,0.0,8.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0
xbplayer.csv,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0
