,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.5,0.5,0.66,1.0,0.82,0.77,0.94,0.75,1.0,0.67,0.7,0.74,0.54
bibletime.csv,0.8,0.55,0.69,0.45,0.68,0.6,0.5,0.62,0.57,0.6,0.64,0.65,0.51
boost.csv,0.46,0.54,0.64,0.36,0.67,0.56,0.48,0.45,0.51,0.6,0.68,0.57,0.47
codepurge.csv,0.55,0.68,0.72,0.58,0.82,0.59,0.77,0.83,0.51,0.67,0.69,0.44,0.88
etics.csv,0.21,0.63,0.61,0.44,0.86,0.51,0.52,0.73,0.48,0.45,0.82,0.74,0.42
gusanos.csv,0.45,0.61,0.65,0.7,0.66,0.66,0.53,0.66,0.32,0.53,0.57,0.8,0.47
kvs.csv,0.56,0.64,0.87,0.84,0.36,0.67,0.94,0.65,0.76,0.65,0.73,1.0,0.88
mcore3d.csv,0.85,0.67,0.53,0.54,0.74,0.57,0.78,0.88,0.65,0.63,0.6,0.67,0.63
modellus.csv,0.55,0.67,0.57,0.56,0.9,0.5,0.31,0.58,0.54,0.74,0.65,0.74,0.46
monetdb.csv,0.92,0.7,0.59,0.74,1.0,0.39,0.53,0.74,0.63,0.58,0.73,0.59,0.96
projecteqemu.csv,0.55,0.64,0.66,0.56,0.9,0.52,0.65,0.67,0.59,0.42,0.9,0.76,0.51
pydev.csv,0.4,0.68,0.8,0.68,0.59,0.51,0.86,0.81,0.83,0.59,0.37,0.68,0.52
xbplayer.csv,0.62,0.54,0.65,0.42,0.76,0.47,0.57,0.57,0.6,0.69,0.69,0.58,0.53
