,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.65,1.0,0.22,0.78,0.58,0.73,0.37,0.91,0.92,0.03,0.59
biopax.csv,0.62,0.6,0.16,0.6,0.62,0.69,0.44,0.86,1.0,0.03,0.47
crux-framework.csv,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
kml.csv,0.69,0.79,0.26,0.76,1.0,0.88,0.45,0.92,1.0,0.04,0.67
les-indemodables.csv,0.69,0.73,0.16,0.81,0.62,0.81,0.97,0.83,0.79,0.06,0.67
metacosm.csv,0.59,0.79,0.33,0.82,0.67,0.87,0.65,0.79,0.95,0.07,1.0
moviesandbox.csv,1.0,0.67,0.27,0.75,0.58,0.78,0.55,0.93,1.0,0.0,0.64
sigil.csv,0.67,0.88,0.28,0.76,0.57,1.0,0.47,0.95,0.97,0.04,0.6
unflobtactical.csv,0.57,0.84,0.2,1.0,0.88,0.76,0.44,0.93,0.84,0.03,0.63
xtreemfs.csv,0.59,0.8,0.2,0.77,0.8,0.71,0.44,0.99,0.94,0.04,0.58
yale.csv,0.54,0.46,1.0,0.53,0.38,0.44,0.33,0.81,0.58,0.07,0.41
