,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.59,0.99,0.29,0.68,0.48,0.76,0.45,0.7,0.64,0.06,0.66
biopax.csv,0.74,0.64,0.26,0.67,0.71,0.8,0.61,0.9,0.98,0.05,0.62
crux-framework.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0
kml.csv,0.74,0.68,0.36,0.79,0.97,0.84,0.51,0.82,0.54,0.08,0.67
les-indemodables.csv,0.62,0.54,0.25,0.51,0.38,0.6,0.96,0.54,0.33,0.11,0.48
metacosm.csv,0.45,0.38,0.3,0.54,0.49,0.63,0.59,0.26,0.45,0.12,1.0
moviesandbox.csv,0.98,0.39,0.2,0.55,0.4,0.6,0.57,0.7,0.46,0.0,0.62
sigil.csv,0.75,0.75,0.32,0.74,0.19,0.99,0.58,0.86,0.64,0.08,0.63
unflobtactical.csv,0.6,0.51,0.26,0.99,0.57,0.68,0.54,0.87,0.59,0.06,0.63
xtreemfs.csv,0.67,0.65,0.31,0.77,0.66,0.68,0.56,0.99,0.64,0.08,0.68
yale.csv,0.48,0.55,0.9,0.55,0.46,0.41,0.4,0.63,0.47,0.12,0.41
