,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.56,0.98,0.49,0.63,0.46,0.74,0.55,0.58,0.54,0.62,0.69
biopax.csv,0.66,0.63,0.56,0.61,0.75,0.75,0.66,0.54,0.97,0.0,0.35
crux-framework.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kml.csv,0.73,0.63,0.57,0.79,0.95,0.82,0.59,0.71,0.42,0.75,0.68
les-indemodables.csv,0.59,0.48,0.57,0.42,0.32,0.52,0.96,0.43,0.25,0.87,0.42
metacosm.csv,0.4,0.29,0.31,0.45,0.44,0.55,0.58,0.18,0.35,0.68,1.0
moviesandbox.csv,0.96,0.31,0.2,0.47,0.35,0.52,0.61,0.59,0.35,0.0,0.61
sigil.csv,0.74,0.7,0.43,0.71,0.13,0.98,0.7,0.79,0.53,0.73,0.66
unflobtactical.csv,0.57,0.41,0.45,0.98,0.47,0.64,0.64,0.78,0.48,0.59,0.64
xtreemfs.csv,0.59,0.59,0.64,0.75,0.6,0.64,0.67,0.99,0.53,0.76,0.71
yale.csv,0.45,0.27,0.85,0.49,0.34,0.37,0.48,0.46,0.0,0.38,0.42
