,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.37,0.0,0.29,0.23,0.28,0.41,0.58,0.3,0.15,0.53,0.45
biopax.csv,0.69,0.5,0.71,0.65,0.46,0.59,0.71,0.8,0.0,1.0,0.9
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.46,0.18,0.27,0.35,0.0,0.16,0.42,0.36,0.0,0.62,0.29
les-indemodables.csv,0.31,0.18,0.58,0.12,0.15,0.16,0.02,0.43,0.2,0.43,0.16
metacosm.csv,0.31,0.08,0.1,0.12,0.18,0.11,0.17,0.21,0.05,0.25,0.0
moviesandbox.csv,0.0,0.15,0.08,0.19,0.21,0.19,0.28,0.23,0.0,0.26,0.29
sigil.csv,0.51,0.1,0.18,0.31,0.08,0.0,0.48,0.23,0.05,0.65,0.39
unflobtactical.csv,0.6,0.08,0.3,0.0,0.05,0.27,0.51,0.33,0.3,0.61,0.32
xtreemfs.csv,0.69,0.15,0.51,0.31,0.13,0.38,0.57,0.03,0.1,0.61,0.52
yale.csv,0.46,0.92,0.0,0.69,0.87,0.68,0.55,0.66,1.0,0.12,0.52
