,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,1.0,0.0,40.0,0.0,11.0,4.0,5.0,1.0,1.0,48.0,2.0
biopax.csv,0.0,0.0,71.0,4.0,4.0,4.0,0.0,4.0,0.0,68.0,5.0
crux-framework.csv,78.0,83.0,0.0,60.0,74.0,88.0,101.0,0.0,90.0,0.0,57.0
kml.csv,0.0,1.0,17.0,0.0,0.0,0.0,16.0,1.0,0.0,34.0,0.0
les-indemodables.csv,1.0,0.0,52.0,2.0,3.0,2.0,0.0,4.0,1.0,23.0,3.0
metacosm.csv,5.0,0.0,5.0,0.0,1.0,1.0,6.0,2.0,1.0,17.0,0.0
moviesandbox.csv,0.0,0.0,4.0,3.0,2.0,0.0,6.0,3.0,0.0,111.0,0.0
sigil.csv,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0
unflobtactical.csv,1.0,1.0,51.0,0.0,1.0,1.0,0.0,2.0,1.0,55.0,1.0
xtreemfs.csv,1.0,0.0,3.0,0.0,2.0,5.0,1.0,0.0,0.0,33.0,1.0
yale.csv,2.0,0.0,0.0,0.0,2.0,7.0,0.0,5.0,2.0,8.0,0.0
