,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.47,0.91,0.44,0.28,0.36,0.52,0.72,0.5,0.58,0.69,0.53,0.98
gwanted.csv,0.58,0.28,0.31,0.06,0.41,0.21,0.17,0.93,0.0,0.03,0.34,0.12
ivatamasks.csv,0.84,0.75,0.69,0.99,0.47,0.31,0.83,0.61,0.77,0.54,0.71,0.55
java-gnome.csv,0.79,0.49,0.56,0.54,0.33,0.14,0.54,0.71,1.0,0.2,0.28,0.39
orc.csv,0.11,0.14,1.0,0.15,0.43,0.86,0.41,0.29,0.0,0.06,0.64,0.5
plato.csv,0.26,0.67,0.62,0.56,0.78,1.0,0.81,0.64,0.75,0.69,0.87,0.83
rodin-b-sharp.csv,0.05,0.54,0.38,0.35,0.06,0.26,0.97,0.18,0.79,0.0,0.32,0.14
tycho.csv,0.32,0.8,0.44,0.8,0.36,0.17,0.56,0.5,0.09,1.0,0.88,0.16
umber.csv,1.0,0.36,0.5,0.43,0.11,0.14,0.22,0.36,0.67,0.37,0.07,0.36
unicase.csv,0.95,0.76,0.88,0.8,0.4,0.62,0.64,0.89,0.65,0.23,0.99,0.36
vienna-add-in.csv,0.89,0.86,0.5,0.88,0.99,0.74,0.66,0.86,0.82,0.31,0.62,0.62
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.62
