,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.48,0.78,0.46,0.32,0.38,0.52,0.62,0.54,0.61,0.63,0.55,0.98
gwanted.csv,0.59,0.33,0.36,0.07,0.43,0.25,0.2,0.94,0.0,0.04,0.38,0.15
ivatamasks.csv,0.76,0.0,0.65,0.99,0.48,0.35,0.67,0.59,0.75,0.58,0.64,0.57
java-gnome.csv,0.78,0.55,0.57,0.59,0.36,0.17,0.58,0.69,0.99,0.24,0.32,0.43
orc.csv,0.13,0.17,1.0,0.18,0.36,0.0,0.45,0.33,0.0,0.07,0.37,0.53
plato.csv,0.2,0.0,0.49,0.55,0.54,1.0,0.61,0.5,0.54,0.54,0.44,0.67
rodin-b-sharp.csv,0.06,0.53,0.43,0.39,0.07,0.3,0.98,0.21,0.81,0.0,0.36,0.17
tycho.csv,0.32,0.83,0.44,0.49,0.39,0.2,0.55,0.54,0.11,0.99,0.34,0.19
umber.csv,1.0,0.41,0.52,0.48,0.13,0.17,0.26,0.4,0.66,0.42,0.09,0.39
unicase.csv,0.84,0.69,0.74,0.57,0.43,0.59,0.62,0.71,0.53,0.27,0.99,0.38
vienna-add-in.csv,0.84,0.75,0.34,0.41,0.99,0.53,0.62,0.68,0.79,0.36,0.58,0.58
wpdev.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.57,0.62,0.17,0.05,0.45
