,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.0,0.0,6.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
gwanted.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
ivatamasks.csv,15.0,0.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
java-gnome.csv,11.0,0.0,29.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0
orc.csv,1.0,0.0,0.0,3.0,4.0,0.0,1.0,15.0,72.0,0.0,0.0,0.0
plato.csv,3.0,0.0,16.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0
rodin-b-sharp.csv,4.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,62.0,1.0,0.0
tycho.csv,4.0,0.0,15.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
umber.csv,0.0,0.0,32.0,1.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0
unicase.csv,1.0,0.0,6.0,1.0,1.0,0.0,1.0,13.0,1.0,2.0,0.0,1.0
vienna-add-in.csv,7.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0
