,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.72,0.51,0.71,0.79,0.82,0.69,0.66,0.55,0.49,0.62,0.57,0.02
gwanted.csv,0.56,0.72,0.69,0.94,0.74,0.82,0.84,0.07,1.0,0.97,0.74,0.88
ivatamasks.csv,0.46,1.03,0.57,0.01,0.72,0.73,0.64,0.62,0.39,0.49,0.62,0.56
java-gnome.csv,0.34,0.51,0.59,0.47,0.79,0.86,0.51,0.48,0.06,0.81,0.75,0.64
orc.csv,1.12,0.86,0.0,0.88,0.96,1.01,0.63,0.74,1.02,0.95,0.93,0.6
plato.csv,1.16,1.05,0.83,0.66,0.79,0.0,0.72,0.82,0.79,0.78,0.86,0.64
rodin-b-sharp.csv,0.95,0.68,0.63,0.73,0.94,0.78,0.04,0.84,0.24,1.0,0.71,0.88
tycho.csv,0.96,0.2,0.8,0.83,0.77,0.84,0.65,0.54,0.91,0.04,0.91,0.84
umber.csv,0.0,0.64,0.63,0.59,0.89,0.94,0.84,0.68,0.5,0.64,0.94,0.75
unicase.csv,0.42,0.55,0.56,0.77,0.7,0.63,0.56,0.61,0.77,0.8,0.03,0.81
vienna-add-in.csv,0.33,0.52,0.99,0.88,0.03,0.79,0.61,0.65,0.36,0.69,0.66,0.65
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.79,0.75,0.96,0.99,0.88
