,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.25,0.99,0.1,0.64,0.59,0.85,0.4,0.3,0.89,0.62,0.81,1.0
gwanted.csv,0.35,1.0,0.38,1.0,0.65,0.82,0.53,1.0,0.0,1.0,0.73,0.8
ivatamasks.csv,0.4,0.98,0.14,1.0,0.66,0.87,0.43,0.2,0.9,0.79,0.77,0.76
java-gnome.csv,0.5,1.0,0.14,0.93,0.61,1.0,0.59,0.28,0.98,0.7,0.78,0.78
orc.csv,0.05,1.0,1.0,0.58,0.53,0.82,0.51,0.24,0.0,0.5,0.66,0.74
plato.csv,0.09,0.98,0.09,0.71,0.68,1.0,0.4,0.15,0.78,0.55,0.73,0.72
rodin-b-sharp.csv,0.2,0.99,0.5,0.69,0.71,0.85,0.99,0.19,0.96,0.0,0.82,0.6
tycho.csv,0.14,1.0,0.08,0.67,0.62,0.88,0.4,0.35,0.83,0.97,0.72,0.91
umber.csv,1.0,1.0,0.13,0.86,1.0,0.67,0.3,0.24,0.86,0.76,0.86,0.64
unicase.csv,0.44,0.99,0.16,0.69,0.69,0.87,0.46,0.23,0.77,0.57,0.99,0.57
vienna-add-in.csv,0.5,0.99,0.06,0.68,0.99,0.84,0.43,0.22,0.9,0.79,0.75,0.69
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.84,0.36,0.21,0.83,0.56,0.72,0.6
