,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.49,0.5,0.43,0.32,0.51,0.5,0.6,0.24,0.25,0.54,0.33,0.0
gwanted.csv,0.36,0.0,0.06,0.0,0.44,0.25,0.08,0.0,0.0,0.0,0.32,0.06
ivatamasks.csv,0.44,1.0,0.48,0.0,0.49,0.25,0.62,0.49,0.31,0.18,0.54,0.32
java-gnome.csv,0.27,0.0,0.39,0.09,0.41,0.0,0.21,0.38,0.06,0.11,0.2,0.21
orc.csv,0.67,0.0,0.0,0.23,0.78,1.0,0.22,0.19,0.19,0.07,0.86,0.32
plato.csv,0.89,1.0,0.74,0.49,0.76,0.0,0.69,0.74,0.75,0.71,0.85,0.62
rodin-b-sharp.csv,0.07,0.5,0.04,0.32,0.05,0.25,0.0,0.15,0.12,0.0,0.18,0.18
tycho.csv,0.67,0.0,0.57,0.81,0.44,0.12,0.48,0.19,0.06,0.04,0.9,0.03
umber.csv,0.0,0.0,0.38,0.15,0.0,0.38,0.29,0.23,0.38,0.14,0.03,0.38
unicase.csv,0.42,0.5,0.54,0.74,0.37,0.5,0.44,0.6,0.69,0.21,0.03,0.5
vienna-add-in.csv,0.31,0.5,0.85,0.87,0.02,0.75,0.5,0.63,0.31,0.11,0.54,0.53
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.79,0.75,0.96,0.99,0.79
