,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.5,0.42,0.54,0.86,0.65,0.46,0.44,0.76,0.51,0.49,0.56,0.44
gwanted.csv,0.52,0.66,0.92,0.83,0.42,0.64,0.97,0.96,0.0,0.0,0.63,0.9
ivatamasks.csv,0.4,0.49,0.44,0.43,0.46,0.6,0.42,0.45,0.43,0.5,0.36,0.52
java-gnome.csv,0.5,0.49,0.5,0.47,0.5,0.83,0.58,0.47,0.41,0.8,0.63,0.62
orc.csv,0.54,0.9,0.94,0.96,0.41,0.45,0.79,0.97,0.67,0.75,0.5,0.6
plato.csv,0.44,0.55,0.4,0.62,0.52,0.45,0.51,0.54,0.45,0.57,0.45,0.46
rodin-b-sharp.csv,0.8,0.69,0.92,0.8,0.86,0.69,0.68,0.96,0.47,0.0,0.73,0.93
tycho.csv,0.53,0.45,0.45,0.48,0.56,0.88,0.51,0.72,0.83,0.53,0.44,0.91
umber.csv,0.58,0.82,0.49,0.59,0.89,0.78,0.61,0.63,0.41,0.59,0.97,0.56
unicase.csv,0.39,0.37,0.42,0.47,0.67,0.43,0.62,0.5,0.48,0.64,0.44,0.6
vienna-add-in.csv,0.53,0.38,0.34,0.45,0.53,0.46,0.51,0.48,0.44,0.93,0.49,0.48
wpdev.csv,0.34,0.39,0.29,0.43,0.4,0.42,0.38,0.42,0.39,0.4,0.39,0.4
