,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.72,1.0,0.97,1.0,0.74,0.64,0.77,1.0,0.82,0.94,0.83
ivef-sdk.csv,0.67,0.8,1.0,0.92,0.36,0.32,0.38,0.73,0.73,0.0,0.17
jaolt.csv,0.77,0.67,0.1,0.78,0.66,0.32,0.15,0.59,0.18,0.56,0.42
jmule.csv,0.81,0.73,0.09,0.59,0.77,0.86,0.85,0.64,0.27,0.64,0.88
jstock.csv,0.53,0.73,0.12,0.73,0.37,0.59,0.85,0.55,0.14,0.86,0.08
lphant.csv,0.91,0.8,0.13,0.81,0.78,0.68,0.69,0.59,0.64,0.53,0.75
novembre.csv,0.35,0.73,0.0,0.32,0.41,0.32,0.46,0.05,0.14,0.0,0.58
oorexx.csv,0.47,0.4,0.04,0.19,0.47,0.32,0.46,0.5,0.27,0.75,0.79
pi-qmc.csv,0.81,1.0,0.09,0.3,0.84,0.91,0.54,0.82,0.32,0.61,0.88
qedo.csv,0.12,0.13,0.88,0.08,0.11,0.14,0.46,0.14,0.77,0.25,0.25
yaprm.csv,0.74,0.67,0.12,0.68,0.15,0.18,0.62,0.41,0.68,0.67,0.67
