,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.46,0.34,0.44,0.34,0.43,0.53,0.34,0.41,0.51,0.39,0.35
ivef-sdk.csv,0.5,0.44,0.61,0.34,0.84,0.8,0.47,0.53,0.75,0.0,0.73
jaolt.csv,0.36,0.41,0.73,0.31,0.44,0.88,0.85,0.5,0.57,0.39,0.61
jmule.csv,0.38,0.43,0.89,0.42,0.38,0.34,0.41,0.6,0.44,0.47,0.46
jstock.csv,0.42,0.42,0.9,0.41,0.62,0.41,0.63,0.57,0.97,0.37,0.75
lphant.csv,0.32,0.35,0.59,0.3,0.31,0.42,0.39,0.46,0.31,0.39,0.31
novembre.csv,0.58,0.52,0.5,0.67,0.67,0.67,0.44,0.5,0.43,0.5,0.52
oorexx.csv,0.45,0.77,0.89,0.89,0.53,0.75,0.92,0.56,0.4,0.42,0.37
pi-qmc.csv,0.36,0.33,0.48,0.56,0.34,0.36,0.4,0.54,0.34,0.47,0.33
qedo.csv,0.92,0.91,0.68,0.75,0.94,0.88,0.52,0.84,0.8,0.93,0.69
yaprm.csv,0.36,0.38,0.88,0.43,0.93,0.75,0.38,0.73,0.78,0.45,0.38
