,id,count_recall,count_precision,count_pf,cdom_score,bellwether
40,4,3,5,7,8,jajuk.csv
47,5,5,1,4,8,simplewebservices.csv
17,6,1,5,7,6,amateur-scrolls.csv
12,7,1,11,17,16,skia.csv
23,8,1,8,13,12,tradelink.csv
20,10,1,3,3,2,powerfolder-.csv
11,11,1,3,8,8,mumble.csv
42,12,1,8,18,18,kowari.csv
46,13,3,8,14,14,ardour.csv
48,14,1,3,4,3,itext.csv
41,15,1,14,17,16,rocrail.csv
14,16,2,8,12,14,wxcrp.csv
19,17,6,7,11,16,libarchive.csv
9,18,1,7,7,10,omseek.csv
21,19,1,7,14,14,netatalk.csv
24,21,1,5,6,6,exist.csv
49,22,2,2,2,2,amygdala.csv
39,23,1,8,12,11,motu.csv
38,24,1,9,16,15,dxengine.csv
50,25,1,7,19,19,emisview.csv
22,26,1,8,16,17,jhotdraw.csv
10,27,1,5,12,11,voms.csv
18,28,1,1,3,3,miranda-icq.csv
13,29,2,7,7,11,mobicents.csv
31,30,1,9,16,14,quark.csv
28,31,1,3,4,4,robocode.csv
2,32,1,7,15,16,qlc.csv
8,33,2,3,7,5,lite.csv
7,34,1,3,8,8,igarden.csv
3,35,1,5,9,9,geotools.csv
27,36,2,8,10,13,carabiner.csv
32,39,1,9,17,16,bscwweasel.csv
44,40,2,4,14,16,liferea.csv
36,41,3,8,11,16,mptvseries.csv
15,42,1,7,19,19,ondex.csv
26,43,1,5,14,13,chrysalis.csv
25,44,3,5,6,8,sidekar.csv
16,45,1,4,11,12,zoolib.csv
35,46,1,8,18,17,gbif-providertoolkit.csv
45,47,1,2,7,7,jbpm.csv
37,48,5,8,14,16,micomt.csv
43,49,1,5,10,9,xbplayer.csv
0,50,2,3,2,5,openintents.csv
5,51,2,7,11,14,matrex.csv
33,52,3,5,7,13,repositorium.csv
30,53,1,5,9,8,factor.csv
29,54,1,6,9,9,httpcontentparser.csv
34,55,1,3,8,7,biodwh.csv
4,56,2,1,7,6,kvs.csv
1,57,2,5,8,12,ossbuild.csv
6,58,2,5,15,12,alembik.csv
