,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.36,0.36,0.59,0.23,0.25,0.54,0.0,0.96,0.14,0.11
fritzing.csv,0.51,0.66,0.97,0.56,0.77,0.74,0.12,0.18,0.42,0.36
jlinalg.csv,1.0,0.58,0.62,0.59,0.82,0.56,0.2,0.46,0.65,0.66
knowledge.csv,0.0,0.0,0.0,0.17,1.0,0.49,0.27,0.56,0.39,0.21
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.46,0.64,0.61,0.55,0.6,0.7,0.51,0.65,0.54,0.98
playerstage.csv,0.35,0.59,0.57,0.98,0.6,0.53,0.34,0.06,0.29,0.32
quarkplusplus.csv,0.68,0.65,0.59,0.57,0.36,0.76,0.34,0.5,0.9,0.51
rtrt-on-gpu.csv,0.43,0.55,0.53,0.48,0.45,0.69,1.0,0.29,0.5,0.45
superwaba.csv,0.44,0.98,0.69,0.59,0.5,0.72,0.43,0.62,0.69,0.63
