,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.36,0.22,0.35,0.07,0.0,0.16,0.0,0.0,0.16,0.02
fritzing.csv,0.07,0.25,0.0,0.31,0.2,0.29,0.06,0.07,0.28,0.24
jlinalg.csv,0.0,0.35,0.68,0.75,0.4,0.8,0.94,0.85,0.62,0.59
knowledge.csv,1.0,1.0,1.0,0.96,0.0,0.84,0.92,0.8,0.88,0.95
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.21,0.26,0.35,0.59,0.2,0.44,0.46,0.48,0.19,0.0
playerstage.csv,0.07,0.59,0.3,0.01,0.0,0.33,0.27,0.2,0.22,0.25
quarkplusplus.csv,0.5,0.4,0.57,0.13,0.0,0.61,0.33,0.63,0.03,0.51
rtrt-on-gpu.csv,0.14,0.59,0.58,0.7,0.4,0.49,0.02,0.28,0.28,0.37
superwaba.csv,0.21,0.01,0.29,0.45,0.8,0.66,0.35,0.74,0.59,0.51
