,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.71,0.83,0.49,0.94,0.77,0.87,0.0,0.63,0.75,0.86
fritzing.csv,0.54,0.56,0.55,0.6,0.44,0.69,0.75,0.83,0.56,0.8
jlinalg.csv,0.5,0.57,0.45,0.39,0.41,0.44,0.42,0.43,0.59,0.49
knowledge.csv,0.52,0.42,0.43,0.36,0.4,0.42,0.41,0.37,0.48,0.43
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
multitude.csv,0.38,0.47,0.41,0.42,0.33,0.45,0.48,0.33,0.44,0.51
playerstage.csv,0.56,0.48,0.48,0.59,0.5,0.64,0.69,0.9,0.62,0.79
quarkplusplus.csv,0.57,0.6,0.54,0.63,0.63,0.52,0.79,0.53,0.73,0.55
rtrt-on-gpu.csv,0.67,0.56,0.58,0.45,0.61,0.5,0.91,0.72,0.7,0.65
superwaba.csv,0.43,0.52,0.45,0.42,0.43,0.48,0.76,0.36,0.56,0.42
