,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.32,0.32,0.58,0.19,0.21,0.5,0.0,0.95,0.12,0.09
fritzing.csv,0.46,0.64,0.96,0.53,0.76,0.75,0.1,0.15,0.38,0.32
jlinalg.csv,1.0,0.56,0.81,0.88,0.9,1.0,0.5,0.95,0.79,0.78
knowledge.csv,1.0,0.98,0.99,0.97,1.0,1.0,0.7,1.0,0.92,0.97
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.42,0.62,0.6,0.6,0.56,0.75,0.5,0.7,0.5,0.97
playerstage.csv,0.3,0.66,0.54,0.98,0.55,0.5,0.3,0.05,0.25,0.28
quarkplusplus.csv,0.74,0.66,0.65,0.52,0.31,1.0,0.3,0.55,0.88,0.52
rtrt-on-gpu.csv,0.38,0.6,0.57,0.57,0.42,0.75,1.0,0.25,0.46,0.42
superwaba.csv,0.4,0.98,0.68,0.6,0.81,1.0,0.4,0.95,0.83,0.68
