,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.77,0.71,0.54,0.81,0.79,0.53,1.0,0.05,0.89,0.91
fritzing.csv,0.54,0.44,0.04,0.56,0.31,0.39,0.9,0.85,0.69,0.72
jlinalg.csv,0.0,0.56,0.7,0.76,0.41,0.8,1.06,0.85,0.66,0.63
knowledge.csv,1.0,1.0,1.0,0.96,0.0,0.84,0.96,0.8,0.88,0.95
massiv.csv,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0
multitude.csv,0.62,0.46,0.53,0.71,0.48,0.51,0.68,0.56,0.53,0.03
playerstage.csv,0.7,0.68,0.55,0.02,0.45,0.6,0.75,0.97,0.78,0.77
quarkplusplus.csv,0.56,0.53,0.67,0.5,0.69,0.61,0.78,0.77,0.13,0.7
rtrt-on-gpu.csv,0.64,0.71,0.73,0.82,0.71,0.55,0.02,0.8,0.61,0.69
superwaba.csv,0.64,0.02,0.43,0.6,0.82,0.66,0.7,0.74,0.62,0.6
