,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.76,0.44,0.61,0.65,1.0,0.02,0.0,1.0,0.38,0.86
fritzing.csv,0.96,0.58,1.0,0.54,0.98,0.02,0.25,0.5,0.5,0.6
jlinalg.csv,1.0,0.47,0.53,0.45,0.97,0.01,0.1,0.33,0.49,0.59
knowledge.csv,0.78,0.35,0.48,0.41,1.0,0.01,0.14,0.35,0.44,0.53
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.88,0.56,0.61,0.42,0.97,0.01,0.19,0.39,0.67,1.0
playerstage.csv,0.94,0.38,0.63,0.98,1.0,0.01,0.19,0.1,0.46,0.55
quarkplusplus.csv,0.84,0.47,0.52,0.73,1.0,0.01,0.16,0.28,0.95,0.53
rtrt-on-gpu.csv,0.9,0.36,0.48,0.36,0.93,0.01,0.91,0.28,0.55,0.55
superwaba.csv,0.87,0.98,0.69,0.49,0.93,0.01,0.19,0.36,0.51,0.59
