,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.36,0.11,0.43,0.37,0.27,0.61,0.02,0.01,0.37,0.28,0.0,0.17,0.06,0.42
bdbbasic.csv,0.66,0.38,0.56,0.47,0.31,0.65,0.15,0.18,0.7,0.41,0.35,0.59,0.4,0.66
echongl.csv,0.51,0.37,0.4,0.48,0.57,0.63,0.31,0.38,0.7,0.84,0.65,0.57,0.64,0.58
etherboot.csv,0.0,0.71,0.0,0.0,0.53,0.19,0.0,0.67,0.47,0.0,0.68,0.0,0.0,0.0
ffigo.csv,0.12,0.27,0.55,0.4,0.11,0.61,0.05,0.07,0.42,0.29,0.0,0.7,0.01,0.05
freebios.csv,0.46,0.21,0.28,0.51,0.44,0.13,0.8,0.32,0.41,0.48,0.48,0.5,0.23,0.3
gebr.csv,0.17,0.0,0.17,0.0,0.48,0.05,0.0,0.71,0.0,0.0,0.38,0.0,0.05,0.0
gnukeda.csv,0.5,0.62,0.28,0.72,0.59,0.68,0.35,0.52,0.3,0.36,0.44,0.5,0.2,0.35
gstreamer.csv,0.61,0.17,0.32,0.57,0.51,0.39,0.42,0.59,0.51,0.37,0.55,0.5,0.69,0.0
jnode.csv,0.0,0.4,0.91,0.37,0.0,0.0,0.12,0.4,0.19,0.1,0.02,0.06,0.04,0.0
metacosm.csv,0.19,0.66,0.65,0.56,0.17,0.5,0.28,0.46,0.71,0.34,0.54,0.61,0.59,0.65
openmeetings.csv,0.56,0.89,0.67,0.22,0.59,0.59,0.05,0.47,0.42,0.53,0.66,0.53,0.38,0.55
pgui.csv,0.47,0.69,0.0,0.4,0.54,0.5,0.45,0.53,0.59,0.33,0.66,0.38,0.05,0.0
wxcrp.csv,0.58,0.4,0.37,0.5,0.0,0.63,0.44,0.0,0.58,0.66,0.53,0.53,0.67,0.39
