,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.02,0.06,0.0,0.86,0.07,0.05
codeblocks.csv,0.31,0.88,0.99,0.48,0.79,0.66
dataobjectsdotnet.csv,0.35,0.65,0.37,0.14,0.45,0.97
n2cms.csv,0.96,0.29,0.39,0.76,0.37,0.53
nug.csv,0.81,1.0,0.42,0.86,0.01,0.53
uclmda.csv,0.19,0.12,0.41,0.0,1.0,0.26
