,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.04,0.09,0.0,0.92,0.13,0.1
codeblocks.csv,0.37,0.48,0.99,0.36,0.87,0.57
dataobjectsdotnet.csv,0.36,0.54,0.49,0.12,0.62,0.98
n2cms.csv,0.98,0.29,0.54,0.43,0.53,0.47
nug.csv,0.59,1.0,0.51,0.31,0.01,0.47
uclmda.csv,0.28,0.17,0.55,0.0,1.0,0.35
