,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.98,0.95,1.0,0.14,0.95,0.95
codeblocks.csv,0.73,0.87,0.05,0.61,0.4,0.62
dataobjectsdotnet.csv,0.76,0.5,0.77,0.91,0.74,0.03
n2cms.csv,0.04,0.78,0.63,0.53,0.92,0.74
nug.csv,0.65,0.0,0.94,0.97,1.11,0.72
uclmda.csv,0.82,0.89,0.66,1.0,0.0,0.76
