,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.67,0.83,0.0,0.94,0.92,0.94
codeblocks.csv,0.56,0.39,0.44,0.74,0.29,0.51
dataobjectsdotnet.csv,0.63,0.58,0.75,0.68,0.52,0.66
n2cms.csv,0.63,0.53,0.5,0.41,0.52,0.54
nug.csv,0.51,0.76,0.76,0.46,0.75,0.47
uclmda.csv,0.94,0.83,0.58,0.8,0.26,0.7
