,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.22,0.42,0.24,0.13,0.46,0.22,0.17,0.45,0.2,0.27,0.26,0.18,0.15,0.7,0.18
e-bio-flow.csv,0.1,0.46,0.27,0.53,0.44,0.1,0.33,0.01,0.08,0.84,0.93,0.18,0.09,0.23,0.27
haggle.csv,0.55,0.18,0.23,0.31,0.26,0.46,0.38,0.12,0.15,0.37,0.61,0.24,0.1,0.43,0.59
hannosset.csv,0.1,0.43,0.2,0.17,0.08,0.1,0.25,0.0,0.45,0.12,0.19,0.22,0.13,0.03,0.32
jas.csv,0.59,0.46,0.16,0.47,0.7,0.24,0.48,0.63,0.05,0.47,0.42,0.45,0.15,0.5,0.11
jbpm.csv,0.02,0.05,0.02,0.11,0.05,0.0,0.12,0.0,0.17,0.02,0.0,0.0,0.1,0.1,0.01
jgossipforum.csv,0.43,0.3,0.06,0.21,0.2,0.2,0.35,0.07,0.02,0.27,0.42,0.28,0.03,0.6,0.16
joustsim.csv,0.55,0.82,0.27,0.26,0.47,0.41,0.33,0.31,0.1,0.47,0.7,0.47,0.31,0.5,0.64
log4net.csv,0.14,0.08,0.29,0.19,0.12,0.15,0.44,0.01,0.3,0.31,0.64,0.23,0.13,0.67,0.35
madman.csv,0.14,0.73,0.29,0.51,0.39,0.15,0.38,0.26,0.9,0.2,0.36,0.27,0.5,0.77,0.29
ngl.csv,0.86,0.52,0.78,0.73,0.84,0.9,0.77,0.56,0.4,0.71,0.87,0.31,0.61,0.93,0.68
nunit.csv,0.88,0.32,0.37,0.8,0.33,0.78,0.73,0.59,0.25,0.8,0.68,0.79,0.44,0.6,0.26
piccolo2d.csv,0.08,0.19,0.29,0.23,0.12,0.15,0.23,0.0,0.18,0.2,0.45,0.11,0.07,0.37,0.14
sblim.csv,0.65,0.24,0.37,0.13,0.16,0.24,0.37,0.1,0.17,0.73,0.36,0.78,0.08,0.83,0.26
wsmt.csv,0.04,0.25,0.1,0.33,0.07,0.1,0.29,0.01,0.67,0.02,0.01,0.05,0.48,0.17,0.38
