,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.5,0.46,0.5,0.6,0.56,0.52,0.05,0.65,0.47,0.74,0.7,0.62,0.65,0.49
emeraldemu.csv,0.68,0.59,0.62,0.67,0.05,0.81,0.74,0.81,0.5,0.65,0.78,0.62,0.82,0.82
frogatto.csv,0.38,0.5,0.47,0.51,0.61,0.55,0.69,0.65,0.84,0.35,0.58,0.08,0.45,0.71
grafx2.csv,0.52,0.48,0.41,0.57,0.52,0.51,0.63,0.48,0.54,0.02,0.56,0.43,0.6,0.64
jahshakafx.csv,0.04,0.61,0.8,0.83,0.61,0.79,0.7,0.97,0.77,0.82,0.72,0.66,0.78,0.99
nassp.csv,0.74,0.56,0.53,0.76,0.64,0.8,0.67,0.51,0.09,0.54,0.8,0.67,0.51,0.71
netatalk.csv,0.4,0.44,0.51,0.69,0.47,0.62,0.6,0.66,0.35,0.51,0.53,0.63,0.0,0.81
open-beos.csv,0.46,0.61,0.51,0.64,0.6,0.05,0.68,0.73,0.38,0.95,0.69,0.62,0.73,0.78
psycle.csv,0.57,0.61,0.79,0.06,0.67,0.68,0.74,0.74,0.74,0.49,0.71,0.48,0.7,0.89
quantlib.csv,0.84,0.74,0.84,0.92,0.83,0.75,0.83,0.78,0.94,0.95,0.88,0.83,1.0,0.0
reaper-ecad.csv,0.7,0.87,0.01,0.69,0.76,0.78,0.84,0.92,0.41,0.95,0.78,0.89,0.57,0.9
sbml.csv,0.41,0.6,0.43,0.54,0.51,0.56,0.61,0.42,0.55,0.68,0.03,0.52,0.79,0.6
unimrcp.csv,0.64,0.66,0.84,0.77,0.7,0.86,0.66,0.11,0.52,0.72,0.74,0.62,0.71,0.92
unladen-swallow.csv,0.94,0.43,0.97,0.93,0.79,0.86,0.9,0.98,1.0,0.86,0.95,0.96,0.94,0.57
