,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.48,0.22,0.28,0.79,0.4,0.57,0.98,0.32,0.35,0.56,0.71,0.6,0.33,0.37
emeraldemu.csv,0.35,0.21,0.22,0.8,0.99,0.59,0.52,0.25,0.32,0.88,0.66,0.82,0.25,0.21
frogatto.csv,0.52,0.19,0.21,0.82,0.38,0.5,0.54,0.31,0.2,0.79,0.78,1.0,0.43,0.2
grafx2.csv,0.44,0.19,0.24,0.83,0.43,0.56,0.57,0.4,0.29,1.0,0.78,0.71,0.46,0.23
jahshakafx.csv,1.0,0.24,0.23,0.86,0.56,0.56,0.79,0.17,0.27,0.8,0.95,0.72,0.25,0.04
nassp.csv,0.41,0.21,0.3,0.83,0.38,0.78,0.68,0.4,0.92,0.87,0.94,0.58,0.39,0.5
netatalk.csv,0.59,0.21,0.21,0.77,0.58,0.64,0.62,0.42,0.45,0.79,0.85,0.65,1.0,0.26
open-beos.csv,0.48,0.17,0.25,0.78,0.38,0.98,0.56,0.26,0.5,0.42,0.74,0.68,0.44,0.19
psycle.csv,0.41,0.15,0.14,0.98,0.36,0.43,0.53,0.33,0.2,0.67,0.74,0.67,0.32,0.15
quantlib.csv,0.5,0.24,0.22,0.88,0.37,0.58,0.53,0.67,0.09,1.0,0.71,1.0,0.0,1.0
reaper-ecad.csv,0.38,0.08,0.96,0.67,0.28,0.35,0.41,0.14,0.38,0.32,0.67,0.41,0.35,0.14
sbml.csv,0.49,0.15,0.24,0.76,0.43,0.49,0.57,0.45,0.31,0.82,1.0,0.64,0.28,0.25
unimrcp.csv,0.52,0.25,0.19,0.89,0.65,0.73,0.63,1.0,0.46,0.92,1.0,0.82,0.8,0.33
unladen-swallow.csv,0.2,0.7,0.05,0.58,0.26,0.32,0.83,0.13,0.0,0.41,0.56,0.4,0.16,0.27
