,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.6,0.67,0.58,0.49,0.61,0.59,0.96,0.47,0.67,0.59,0.51,0.52,0.46,0.61
emeraldemu.csv,0.64,0.5,0.46,0.41,0.96,0.23,0.57,0.26,0.66,0.4,0.36,0.44,0.25,0.25
frogatto.csv,0.84,0.77,0.74,0.58,0.68,0.66,0.59,0.61,0.48,0.73,0.71,0.93,0.7,0.52
grafx2.csv,0.62,0.69,0.75,0.5,0.65,0.61,0.62,0.74,0.69,0.98,0.61,0.69,0.48,0.54
jahshakafx.csv,0.97,0.47,0.25,0.21,0.46,0.26,0.36,0.05,0.29,0.23,0.33,0.41,0.33,0.05
nassp.csv,0.32,0.53,0.54,0.28,0.48,0.25,0.4,0.63,0.93,0.52,0.24,0.45,0.64,0.34
netatalk.csv,0.68,0.72,0.63,0.37,0.61,0.45,0.52,0.42,0.75,0.55,0.55,0.46,1.0,0.25
open-beos.csv,0.67,0.49,0.57,0.44,0.57,0.96,0.44,0.54,0.7,0.37,0.42,0.46,0.33,0.33
psycle.csv,0.73,0.68,0.56,0.95,0.65,0.6,0.58,0.64,0.53,0.73,0.62,0.73,0.64,0.43
quantlib.csv,0.2,0.3,0.2,0.1,0.21,0.3,0.21,0.26,0.1,0.06,0.16,0.2,0.0,1.0
reaper-ecad.csv,0.38,0.2,1.0,0.52,0.41,0.42,0.3,0.13,0.73,0.25,0.49,0.4,0.7,0.14
sbml.csv,0.77,0.68,0.82,0.61,0.73,0.65,0.6,0.75,0.77,0.38,0.98,0.66,0.54,0.6
unimrcp.csv,0.43,0.4,0.2,0.27,0.36,0.17,0.43,0.91,0.54,0.33,0.31,0.44,0.34,0.1
unladen-swallow.csv,0.09,0.63,0.2,0.38,0.38,0.43,0.12,0.27,0.0,0.33,0.35,0.37,0.35,0.67
