,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.27,0.32,0.2,0.23,0.4,0.28,0.02,0.34,0.33,0.71,0.5,0.36,0.32,0.25
emeraldemu.csv,0.65,0.22,0.21,0.17,0.0,0.09,0.68,0.24,0.37,0.05,0.41,0.09,0.24,0.2
frogatto.csv,0.37,0.48,0.42,0.23,0.58,0.47,0.62,0.55,0.8,0.21,0.56,0.0,0.34,0.55
grafx2.csv,0.34,0.39,0.36,0.18,0.39,0.3,0.55,0.45,0.48,0.0,0.41,0.3,0.18,0.45
jahshakafx.csv,0.0,0.18,0.1,0.05,0.14,0.12,0.09,0.07,0.17,0.05,0.03,0.15,0.32,0.23
nassp.csv,0.17,0.24,0.17,0.1,0.33,0.04,0.17,0.35,0.02,0.08,0.03,0.33,0.37,0.07
netatalk.csv,0.2,0.36,0.35,0.2,0.19,0.15,0.32,0.19,0.24,0.16,0.22,0.24,0.0,0.15
open-beos.csv,0.32,0.29,0.23,0.22,0.42,0.01,0.34,0.61,0.17,0.82,0.31,0.21,0.13,0.32
psycle.csv,0.55,0.58,0.78,0.04,0.65,0.6,0.7,0.74,0.61,0.45,0.69,0.42,0.68,0.77
quantlib.csv,0.07,0.11,0.08,0.02,0.14,0.12,0.17,0.04,0.22,0.0,0.12,0.0,0.03,0.0
reaper-ecad.csv,0.24,0.26,0.01,0.51,0.46,0.5,0.4,0.24,0.33,0.55,0.62,0.7,0.53,0.2
sbml.csv,0.36,0.56,0.42,0.36,0.48,0.48,0.49,0.35,0.54,0.08,0.0,0.42,0.76,0.47
unimrcp.csv,0.15,0.14,0.1,0.05,0.07,0.03,0.23,0.0,0.15,0.03,0.0,0.09,0.03,0.04
unladen-swallow.csv,0.12,0.03,0.51,0.85,0.47,0.67,0.02,0.65,0.04,0.5,0.72,0.82,0.68,0.52
