,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.48,0.46,0.57,0.56,0.47,0.52,0.48,0.57,0.52,0.52,0.47,0.47,0.5,0.68
emeraldemu.csv,0.56,0.62,0.73,0.66,0.62,0.98,0.37,0.96,0.56,0.71,0.68,0.59,0.92,0.83
frogatto.csv,0.34,0.37,0.39,0.42,0.38,0.37,0.37,0.46,0.37,0.33,0.35,0.45,0.39,0.42
grafx2.csv,0.44,0.47,0.59,0.46,0.45,0.54,0.38,0.42,0.45,0.45,0.4,0.37,0.54,0.54
jahshakafx.csv,0.52,0.64,0.95,0.78,0.77,0.93,0.84,0.83,0.82,0.8,0.77,0.67,0.5,0.87
nassp.csv,0.69,0.56,0.7,0.75,0.54,0.97,0.64,0.49,0.75,0.48,0.88,0.46,0.39,0.93
netatalk.csv,0.43,0.43,0.51,0.58,0.54,0.6,0.44,0.62,0.5,0.5,0.43,0.48,0.71,0.89
open-beos.csv,0.44,0.58,0.63,0.54,0.59,0.58,0.53,0.57,0.62,0.77,0.56,0.64,0.89,0.78
psycle.csv,0.48,0.44,0.57,0.49,0.4,0.47,0.37,0.39,0.49,0.43,0.39,0.4,0.42,0.37
quantlib.csv,0.97,0.94,0.94,0.94,0.99,0.83,0.94,0.89,0.91,0.5,0.93,0.83,0.0,0.92
reaper-ecad.csv,0.66,1.0,0.96,0.65,0.7,0.7,0.75,0.95,0.54,0.97,0.58,0.56,0.52,0.95
sbml.csv,0.38,0.47,0.47,0.45,0.39,0.39,0.43,0.34,0.36,0.47,0.39,0.36,0.5,0.43
unimrcp.csv,0.63,0.7,0.95,0.76,0.95,0.96,0.53,0.62,0.54,0.62,0.8,0.59,0.8,0.83
unladen-swallow.csv,0.97,1.0,0.84,0.59,0.73,0.58,0.83,0.69,0.5,0.84,0.67,0.62,0.65,0.54
