,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.82,1.02,0.84,0.84,0.9,0.07,0.53
clamav.csv,0.74,0.52,0.89,0.59,0.1,0.42,0.39
k3b.csv,0.97,0.79,0.9,0.0,0.5,0.44,0.35
kindb.csv,0.67,0.58,0.74,0.49,0.8,0.45,0.03
pclasses.csv,0.0,1.0,1.0,0.99,0.8,0.89,1.0
re2c.csv,0.85,0.0,0.61,0.7,0.71,0.68,0.8
thrust.csv,1.07,0.69,0.06,0.74,0.83,0.49,0.35
