,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.0,0.18,0.16,0.1,0.93,0.47
clamav.csv,0.27,0.5,0.12,0.47,0.9,0.81,0.62
k3b.csv,0.09,0.5,0.88,1.0,0.6,0.77,0.71
kindb.csv,0.36,0.5,0.29,0.53,0.2,0.88,0.97
pclasses.csv,1.0,0.0,0.0,0.02,0.2,0.12,0.0
re2c.csv,0.18,1.0,0.41,0.62,0.45,0.81,0.21
thrust.csv,0.0,0.33,0.94,0.36,0.6,0.61,0.71
