,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.14,0.55,0.21,0.27,0.07,0.33,0.14,0.37,0.81,0.58
ibatisdb.csv,0.27,0.09,0.21,0.19,0.13,0.36,0.21,0.23,0.15,0.99
jmol.csv,0.19,0.15,0.25,0.42,0.03,1.0,0.52,0.71,0.37,0.48
liferea.csv,0.23,0.21,0.21,1.0,0.05,0.74,0.49,0.51,0.36,0.3
log4net.csv,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,0.12,0.13,0.0,0.0,0.08,0.1,0.0,0.06,0.03
psrchive.csv,0.1,0.4,0.96,0.0,0.0,0.16,0.23,0.41,0.21,0.03
re2c.csv,0.24,1.0,0.44,0.19,0.0,0.3,0.58,0.19,0.31,0.41
tycho.csv,0.0,0.4,0.2,0.22,0.06,0.58,1.0,0.67,0.47,0.39
xfce.csv,0.19,0.19,0.32,0.4,0.06,0.89,0.67,0.97,0.35,0.36
