,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.11,0.55,0.17,0.18,0.37,0.24,0.11,0.29,0.8,0.67
ibatisdb.csv,0.4,0.2,0.25,0.26,0.38,0.27,0.19,0.17,0.23,0.98
jmol.csv,0.21,0.48,0.55,0.65,0.36,1.0,0.48,0.64,0.64,0.71
liferea.csv,0.31,0.37,0.33,1.0,0.37,0.63,0.46,0.41,0.51,0.39
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,0.2,0.17,0.0,0.0,0.05,0.07,0.0,0.09,0.04
psrchive.csv,0.11,0.38,0.94,0.0,0.0,0.11,0.17,0.32,0.16,0.04
re2c.csv,0.4,1.0,0.71,0.18,0.0,0.22,0.5,0.13,0.34,0.6
tycho.csv,0.0,0.69,0.25,0.34,0.64,0.48,1.0,0.6,0.63,0.39
xfce.csv,0.39,0.45,0.65,0.62,0.61,0.42,0.52,0.97,0.64,0.46
