,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.47,0.43,0.54,0.67,0.66,0.56,0.54,0.31,0.72,0.38,0.52,0.6,0.83,0.67,0.87,0.47,0.88
codepurge.csv,0.64,0.53,0.92,0.62,0.39,0.95,0.78,0.67,0.84,0.44,0.95,0.82,0.67,0.96,0.61,0.71,0.91
fontforge.csv,0.75,0.42,0.91,0.92,0.52,0.84,0.73,0.55,0.96,0.39,0.92,0.96,0.67,0.92,0.58,0.91,0.93
glas.csv,0.59,0.35,0.77,0.74,0.4,0.4,0.71,0.31,0.52,0.67,0.59,0.61,0.63,0.74,0.36,0.64,0.69
gmerlin.csv,0.56,0.36,0.67,0.67,0.59,0.58,0.62,0.31,0.4,0.41,0.58,0.45,0.82,0.64,0.41,0.68,0.81
hatari.csv,0.44,0.4,0.6,0.39,0.38,0.43,0.48,0.33,0.46,0.32,0.51,0.42,0.62,0.66,0.44,0.46,0.65
jcl.csv,0.5,0.75,0.0,0.89,0.8,0.88,0.83,0.0,0.92,0.91,0.0,0.94,0.0,0.97,0.92,0.9,0.93
ltp.csv,0.79,0.56,0.89,0.89,0.45,0.86,0.89,0.67,0.94,0.67,0.75,0.97,0.67,0.9,0.86,0.9,0.88
mia.csv,0.95,0.62,0.92,0.88,0.98,0.66,0.91,0.73,0.96,0.6,0.5,0.94,0.0,0.96,0.49,0.89,0.93
net-snmp.csv,0.57,0.78,0.92,0.78,0.48,0.52,0.71,0.32,0.6,0.48,0.51,0.85,0.88,0.85,0.49,0.83,0.81
opde.csv,0.47,0.51,0.46,0.75,0.55,0.65,0.83,0.8,0.77,0.93,0.49,0.92,0.93,0.7,0.44,0.51,0.57
oppna-program-hsatools.csv,0.36,0.31,0.42,0.36,0.33,0.35,0.36,0.29,0.42,0.36,0.42,0.41,0.47,0.5,0.38,0.38,0.35
powerfolder-.csv,0.89,0.65,0.0,0.67,0.97,0.97,0.0,0.56,0.0,0.91,0.81,0.89,0.0,0.0,0.47,0.86,0.92
qlc.csv,0.92,0.0,0.0,0.75,0.75,0.67,0.0,0.69,0.93,0.92,0.75,0.67,0.5,0.0,0.88,0.88,0.92
quantlib.csv,0.67,0.6,0.64,0.53,0.39,0.48,0.78,0.44,0.93,0.47,0.49,0.89,0.63,0.95,0.39,0.88,0.92
tcl.csv,0.68,0.43,0.88,0.54,0.45,0.52,0.53,0.44,0.53,0.54,0.86,0.57,0.78,0.66,0.43,0.57,0.6
